('1','Факт/Базовый/SAS/1ый месяц год/первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-01-01 00:00:00', '570.118699999999', 'SAS', '8', '1', '1'),
('25','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('25','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('25','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('25','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('25','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('25','Факт/Базовый/SAS/9 м года/первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-09-01 00:00:00', '450.342424234234', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('26','Факт/Базовый/SAS/9 м года/не первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-09-10 00:00:00', '5102.2412412414', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('27','Факт/Базовый/SAS/9 м года/последний день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-09-30 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('28','Факт/Базовый/SAS/10 м года/первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-10-01 00:00:00', '444.424234234', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('29','Факт/Базовый/SAS/10 м года/не первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-10-11 00:00:00', '5098.23422342', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('30','Факт/Базовый/SAS/10 м года/последний день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('31','Факт/Базовый/SAS/11 м года/первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-11-01 00:00:00', '444.34234234234', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('32','Факт/Базовый/SAS/11 м года/не первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-11-12 00:00:00', '12056.243243242', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('33','Факт/Базовый/SAS/11 м года/последний день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-11-30 00:00:00', '16089.3434234', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-11-01 00:00:00', '16089.3434234', 'SAS', '8', '1', '1'),
('34','Факт/Базовый/SAS/12 м года/первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-12-01 00:00:00', '398.23123123', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-01-01 00:00:00', '13900.1186999999', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-02-01 00:00:00', '12983.2312344', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-03-01 00:00:00', '13234.3142455', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-04-01 00:00:00', '14830.123215', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-05-01 00:00:00', '14345.1241245', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-06-01 00:00:00', '15036.656488465', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-07-01 00:00:00', '15020.231242113', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-08-01 00:00:00', '15100.32426634', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-09-01 00:00:00', '14950.4234234234', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-10-31 00:00:00', '15108.23422342', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/целый месяц','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '4', '17', '228', '7', '41', '2018-11-01 00:00:00', '16089.3434234', 'SAS', '8', '1', '1'),
('35','Факт/Базовый/SAS/12 м года/не первый день месяца','00002','Тарифный грузооборот (млн.ткм)', 'млн.ткм', '149', '96', '127', '86', '3', '17', '228', '3', '41', '2018-12-08 00:00:00', '3200.34234234234', 'SAS', '8', '1', '1'),
