('1','Факт/Среднесуточный/SAS/1ый месяц год/первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-01-01 00:00:00', '145.95', 'SAS', '8', '1', '1'),
('24','Факт/Среднесуточный/SAS/8 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('24','Факт/Среднесуточный/SAS/8 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('24','Факт/Среднесуточный/SAS/8 м года/последний день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-08-31 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('25','Факт/Среднесуточный/SAS/9 м года/первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-09-01 00:00:00', '114.4324234234', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('26','Факт/Среднесуточный/SAS/9 м года/не первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-09-08 00:00:00', '156.65456454', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('27','Факт/Среднесуточный/SAS/9 м года/последний день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-09-30 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('28','Факт/Среднесуточный/SAS/10 м года/первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-10-01 00:00:00', '145.3434343434', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('29','Факт/Среднесуточный/SAS/10 м года/не первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-10-09 00:00:00', '167.34324234234', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('30','Факт/Среднесуточный/SAS/10 м года/последний день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-10-31 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-10-01 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('31','Факт/Среднесуточный/SAS/11 м года/первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-11-01 00:00:00', '123.42343242', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-10-01 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('32','Факт/Среднесуточный/SAS/11 м года/не первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-11-07 00:00:00', '145.2323232', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-10-01 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('33','Факт/Среднесуточный/SAS/11 м года/последний день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-11-30 00:00:00', '232.2131231223', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-01-01 00:00:00', '221.5465465456', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-02-01 00:00:00', '214.5465445', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-03-01 00:00:00', '202.2231231', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-04-01 00:00:00', '234.23232323', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-05-01 00:00:00', '215.343242342', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-06-01 00:00:00', '222.213123123', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-07-01 00:00:00', '240.334234234', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-08-01 00:00:00', '222.14234234', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-09-01 00:00:00', '237.232323232', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-10-01 00:00:00', '241.454654456456', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/целый месяц','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '4', '17', '228', '7', '38', '2018-11-01 00:00:00', '232.2131231223', 'SAS', '8', '1', '1'),
('34','Факт/Среднесуточный/SAS/12 м года/первый день месяца','00001','Погрузка (тыс.тонн/сутки)', 'тыс. тонн/сутки', '90', '51', '127', '86', '3', '17', '228', '3', '38', '2018-12-01 00:00:00', '135.3123213', 'SAS', '8', '1', '1'),
